1,9977
2,9968
3,9960
4,9952
5,9945
6,9938
7,9931
8,9924
9,9918
10,9912
11,9906
12,9900
13,9894
14,9888
15,9882
16,9876
17,9871
18,9866
19,9861
20,9856
21,9851
22,9846
23,9841
24,9836
25,9831
26,9826
27,9821
28,9816
29,9811
30,9806
31,9801
32,9796
33,9792
34,9788
35,9784
36,9780
37,9776
38,9772
39,9768
40,9764
41,9760
42,9756
43,9752
44,9748
45,9744
46,9740
47,9736
48,9732
49,9728
50,9724
51,9720
52,9716
53,9712
54,9708
55,9704
56,9700
57,9696
58,9692
59,9688
60,9684
61,9680
62,9676
63,9672
64,9668
65,9665
66,9662
67,9659
68,9656
69,9653
70,9650
71,9647
72,9644
73,9641
74,9638
75,9635
76,9632
77,9629
78,9626
79,9623
80,9620
81,9617
82,9614
83,9611
84,9608
85,9605
86,9602
87,9599
88,9596
89,9593
90,9590
91,9587
92,9584
93,9581
94,9578
95,9575
96,9572
97,9569
98,9566
99,9563
100,9560
101,9557
102,9554
103,9551
104,9548
105,9545
106,9542
107,9539
108,9536
109,9533
110,9530
111,9527
112,9524
113,9521
114,9518
115,9515
116,9512
117,9509
118,9506
119,9503
120,9500
121,9497
122,9494
123,9491
124,9488
125,9485
126,9482
127,9479
128,9476
129,9474
130,9472
131,9470
132,9468
133,9466
134,9464
135,9462
136,9460
137,9458
138,9456
139,9454
140,9452
141,9450
142,9448
143,9446
144,9444
145,9442
146,9440
147,9438
148,9436
149,9434
150,9432
151,9430
152,9428
153,9426
154,9424
155,9422
156,9420
157,9418
158,9416
159,9414
160,9412
161,9410
162,9408
163,9406
164,9404
165,9402
166,9400
167,9398
168,9396
169,9394
170,9392
171,9390
172,9388
173,9386
174,9384
175,9382
176,9380
177,9378
178,9376
179,9374
180,9372
181,9370
182,9368
183,9366
184,9364
185,9362
186,9360
187,9358
188,9356
189,9354
190,9352
191,9350
192,9348
193,9346
194,9344
195,9342
196,9340
197,9338
198,9336
199,9334
200,9332
201,9330
202,9328
203,9326
204,9324
205,9322
206,9320
207,9318
208,9316
209,9314
210,9312
211,9310
212,9308
213,9306
214,9304
215,9302
216,9300
217,9298
218,9296
219,9294
220,9292
221,9290
222,9288
223,9286
224,9284
225,9282
226,9280
227,9278
228,9276
229,9274
230,9272
231,9270
232,9268
233,9266
234,9264
235,9262
236,9260
237,9258
238,9256
239,9254
240,9252
241,9250
242,9248
243,9246
244,9244
245,9242
246,9240
247,9238
248,9236
249,9234
250,9232
251,9230
252,9228
253,9226
254,9224
255,9222
256,9220
257,9219
258,9218
259,9217
260,9216
261,9215
262,9214
263,9213
264,9212
265,9211
266,9210
267,9209
268,9208
269,9207
270,9206
271,9205
272,9204
273,9203
274,9202
275,9201
276,9200
277,9199
278,9198
279,9197
280,9196
281,9195
282,9194
283,9193
284,9192
285,9191
286,9190
287,9189
288,9188
289,9187
290,9186
291,9185
292,9184
293,9183
294,9182
295,9181
296,9180
297,9179
298,9178
299,9177
300,9176
301,9175
302,9174
303,9173
304,9172
305,9171
306,9170
307,9169
308,9168
309,9167
310,9166
311,9165
312,9164
313,9163
314,9162
315,9161
316,9160
317,9159
318,9158
319,9157
320,9156
321,9155
322,9154
323,9153
324,9152
325,9151
326,9150
327,9149
328,9148
329,9147
330,9146
331,9145
